그룹 계층 구조,리전,설명,서비스,선결제,월별,처음 12개월 합계,통화,구성 요약
My Estimate,미국 서부(캘리포니아 북부),,Amazon EC2,0,209.60999999999999,2515.32,USD,"운영 체제 (Linux), 수량 (1), 요금 전략 (EC2 Instance Savings Plans 1년 선결제 없음), 스토리지 크기 (30 GB), 인스턴스 유형 (r6g.2xlarge)"
My Estimate,미국 서부(캘리포니아 북부),,Amazon Virtual Private Cloud (VPC),0,84.19,1010.28,USD,NAT 게이트웨이 수 (1)



확인
"* AWS Pricing Calculator는 AWS 요금에 대한 예상 비용만 제공하며, 해당되는 세금은 포함하지 않습니다. 실제 요금은 AWS 서비스의 실제 사용량을 포함하여 다양한 요소에 따라 달라질 수 있습니다."
